ID|date|tweet
581094481165975552|Thu Mar 26 14:04:55 +0000 2015|7 life events that can lead to divorce   http://ow.ly/KPCNl
580873111429623808|Wed Mar 25 23:25:16 +0000 2015|Kids more likely to use marijuana when suspension is the consequence  http://ow.ly/KNoFd
580865665554386944|Wed Mar 25 22:55:41 +0000 2015|Men are new target for osteoporosis treatment   http://ow.ly/KN4Ho
580858033091276800|Wed Mar 25 22:25:21 +0000 2015|Frequent gastrointestinal issues may be early sign of autism, study says    http://ow.ly/KN1Lh
580852019323342849|Wed Mar 25 22:01:27 +0000 2015|To boost your memory, take a nap, study says  http://ow.ly/KN1E6
580845453912219648|Wed Mar 25 21:35:22 +0000 2015|Researchers figure out how to make chocolate healthier  http://ow.ly/KN1vx
580837896728522752|Wed Mar 25 21:05:20 +0000 2015|Repeated use of antibiotics may raise diabetes risk   http://ow.ly/KMWbX
580831648259956737|Wed Mar 25 20:40:30 +0000 2015|Science, patients driving rare disease drug research surge   http://ow.ly/KMSAv
580823810863169537|Wed Mar 25 20:09:22 +0000 2015|New FDA drug approval may help in a bioterrorism attack   http://ow.ly/KNJyF via @drmannyonfox
580822824023146496|Wed Mar 25 20:05:27 +0000 2015|Man who built giant snow kidney to raise awareness finds match http://ow.ly/KMDUB
580814276866273280|Wed Mar 25 19:31:29 +0000 2015|More diabetes cases diagnosed after Medicaid expansion  http://ow.ly/KMDQK
580807695156002817|Wed Mar 25 19:05:20 +0000 2015|Australian siblings working to raise awareness for childhood cancer http://ow.ly/KMDO7
580800140400824321|Wed Mar 25 18:35:18 +0000 2015|Angelina Jolie Pitt’s surgery: Why she had her ovaries removed  http://ow.ly/KMDKw
580792663701606400|Wed Mar 25 18:05:36 +0000 2015|Merck says melanoma drug meets goal; study halted  http://ow.ly/KMDHp
580786423370002432|Wed Mar 25 17:40:48 +0000 2015|Cancer patients want more info about CT risks  http://ow.ly/KMDEm
580781403643744256|Wed Mar 25 17:20:51 +0000 2015|Drug that caused 'elephant man' side effect makes comeback after 2006 disaster   http://ow.ly/KMDAZ
580776899410059265|Wed Mar 25 17:02:57 +0000 2015|Quillaja: Coming to your beer, soda and shampoo   http://ow.ly/KMDws
580772616924987392|Wed Mar 25 16:45:56 +0000 2015|Resuscitation outcomes no worse when families watch doctors work  http://ow.ly/KMDtm
580768958988599296|Wed Mar 25 16:31:24 +0000 2015|Indian doctors find success in tackling the 'invisible burden' of tuberculosis   http://ow.ly/KMDpp
580763770382917632|Wed Mar 25 16:10:47 +0000 2015|VBL Therapeutics' brain cancer drug succeeds in mid-stage study   http://ow.ly/KMDlg
580759910092288001|Wed Mar 25 15:55:27 +0000 2015|FDA to evaluate homeopathy regulatory framework  http://ow.ly/KMDhJ
580751127546847232|Wed Mar 25 15:20:33 +0000 2015|FDA approves Emergent BioSolutions' anthrax treatment  http://ow.ly/KMDdE
580747326299455489|Wed Mar 25 15:05:27 +0000 2015|Monsanto seeks retraction for report linking herbicide to cancer   http://ow.ly/KMDaj
580739753533956096|Wed Mar 25 14:35:21 +0000 2015|5 common myths about supplements, debunked http://ow.ly/KMD78
580733463327870976|Wed Mar 25 14:10:21 +0000 2015|5 unexpected benefits of exercising outdoors   http://ow.ly/KMCZ4
580731041893191680|Wed Mar 25 14:00:44 +0000 2015|10 recipes for a  high-protein in less than 15 minutes   http://ow.ly/KMCVB
580520743357779968|Wed Mar 25 00:05:05 +0000 2015|Amy's Kitchen recalls spinach products over listeria fears  http://ow.ly/KKvG4
580514467022290944|Tue Mar 24 23:40:09 +0000 2015|Ebola survivor may have infected new Liberia case  http://ow.ly/KKvCc
580508177155907585|Tue Mar 24 23:15:09 +0000 2015|Even in nursing, no equal pay for women  http://ow.ly/KKr3i
580501967522394112|Tue Mar 24 22:50:28 +0000 2015|California teen given 1 percent chance of survival defies odds   http://ow.ly/KKehJ
580493076654895104|Tue Mar 24 22:15:09 +0000 2015|Statins can be stopped toward the end of life  http://ow.ly/KJLKx
580481786565828610|Tue Mar 24 21:30:17 +0000 2015|Mystery behind rising syphilis rates in NYC  http://ow.ly/KJLC9
580476774519275520|Tue Mar 24 21:10:22 +0000 2015|Children with TB at risk of dying amid slow progress on child-friendly treatment http://ow.ly/KJwU2
580471724526985217|Tue Mar 24 20:50:18 +0000 2015|Why couples remember differently   http://ow.ly/KJwOr
580464146925395968|Tue Mar 24 20:20:11 +0000 2015|As patients face death, doctors push straight talk on care  http://ow.ly/KJwIP
580457829988999170|Tue Mar 24 19:55:05 +0000 2015|Years later, stress training pays off for cancer patients http://ow.ly/KJwCD
580449089063620612|Tue Mar 24 19:20:21 +0000 2015|A year after Ebola discovered, relapses seen in fight to end it  http://ow.ly/KJwwM
580445258833596416|Tue Mar 24 19:05:08 +0000 2015|This nut-chewing habit is linked to thousands of deaths  http://ow.ly/KK1X1
580442753097723904|Tue Mar 24 18:55:11 +0000 2015|Without symptoms, the value of testing for thyroid disease is unclear http://ow.ly/KJwsM
580435178872561665|Tue Mar 24 18:25:05 +0000 2015|Fiber from cereal may help you live longer, study says  http://ow.ly/KJwkU
580432669072363520|Tue Mar 24 18:15:06 +0000 2015|Report: Doctors aren't telling patients they have Alzheimer's  http://ow.ly/KK1N1
580429099128217600|Tue Mar 24 18:00:55 +0000 2015|Ex-soldier’s penis amputated after botched kidney operation  http://ow.ly/KKemW
580427850316136448|Tue Mar 24 17:55:58 +0000 2015|4-D ultrasounds show fetuses grimacing as mothers smoke, study says  http://ow.ly/KKr1c
580426458486710273|Tue Mar 24 17:50:26 +0000 2015|When is it not OK to take a generic drug?  http://ow.ly/KJwgv
580422674654035970|Tue Mar 24 17:35:24 +0000 2015|Marijuana extract for children with epilepsy questioned  http://ow.ly/KJwbl
580416466689892352|Tue Mar 24 17:10:43 +0000 2015|Man’s heart damaged after swallowing razor blade lodged in bread  http://ow.ly/KKea9
580415161527320576|Tue Mar 24 17:05:32 +0000 2015|Angry outbursts really do hurt your health, doctors find  http://ow.ly/KJw5R
580410049060868096|Tue Mar 24 16:45:13 +0000 2015|Antidepressants have sexual side effects in teens, too  http://ow.ly/KJvZ0
580403844196274176|Tue Mar 24 16:20:34 +0000 2015|Kids exposure to secondhand smoke tied to clogged arteries  http://ow.ly/KJvSk
580401452880949248|Tue Mar 24 16:11:04 +0000 2015|Mystery 'sleeping' sickness strikes tiny town http://ow.ly/KK1Dh
580397511648628736|Tue Mar 24 15:55:24 +0000 2015|Statins can be stopped toward the end of life  http://ow.ly/KJvDQ
580389963042291712|Tue Mar 24 15:25:24 +0000 2015|Farmers fund research to breed gluten-free wheat  http://ow.ly/KJvrL
580384908524277760|Tue Mar 24 15:05:19 +0000 2015|US funding research of better anthrax vaccine, health officials say  http://ow.ly/KJviQ
580378581710278656|Tue Mar 24 14:40:11 +0000 2015|US developing bird flu vaccine, no distribution plans yet  http://ow.ly/KJv5P
580372263645671424|Tue Mar 24 14:15:05 +0000 2015|Get more nutrition in every bite   http://ow.ly/KJuII
580367224449400832|Tue Mar 24 13:55:03 +0000 2015|5 habits of vegetarians you should steal   http://ow.ly/KJugQ
580365364137189376|Tue Mar 24 13:47:40 +0000 2015|#AngelinaJolie’s latest surgery may inspire future ovarian cancer screening http://ow.ly/KJtHW via @drmannyonFOX
580138268139868161|Mon Mar 23 22:45:16 +0000 2015|Tumors grown in dishes could help customize cancer treatment   http://ow.ly/KHcbN
580131977703079936|Mon Mar 23 22:20:16 +0000 2015|Can you really freshen up women's 'aging' eggs?  http://ow.ly/KHc8C
580125731700809729|Mon Mar 23 21:55:27 +0000 2015|Marijuana science: Why today's pot packs a bigger punch  http://ow.ly/KHc4I
580120682933194753|Mon Mar 23 21:35:23 +0000 2015|Uncommon form of heart attack likely runs in family, study finds   http://ow.ly/KH4Tp
580114327883087872|Mon Mar 23 21:10:08 +0000 2015|Deadly mosquito-borne diseases could threaten UK within decades, experts warn  http://ow.ly/KGDEb
580105537179766784|Mon Mar 23 20:35:12 +0000 2015|How your pooch's germs could be keeping you healthy  http://ow.ly/KGCjq
580098011461771268|Mon Mar 23 20:05:18 +0000 2015|How opossums could save you after a snake bite  http://ow.ly/KGC44
580089208137785344|Mon Mar 23 19:30:19 +0000 2015|Blame your weight woes on your ... personality?  http://ow.ly/KGBAK
580080351982161920|Mon Mar 23 18:55:07 +0000 2015|Is a Paleo diet healthy?  http://ow.ly/KGzF8
580075339755425793|Mon Mar 23 18:35:12 +0000 2015|Are low-salt diets necessary (or healthy) for most people?   http://ow.ly/KGzAI
580067861634408448|Mon Mar 23 18:05:30 +0000 2015|Front-line doctors blame UN for delayed Ebola response http://ow.ly/KGuVC via @GeorgeRussell
580061477077405696|Mon Mar 23 17:40:07 +0000 2015|Texas football coach donating liver to fellow coach     http://ow.ly/KGsqt
580055229137305600|Mon Mar 23 17:15:18 +0000 2015|Chilean girl with illness changes mind about euthanasia http://ow.ly/KGb6k
580048934963396609|Mon Mar 23 16:50:17 +0000 2015|Cattle parasite study points to possible way to fight malaria  http://ow.ly/KGb13
580041370167033857|Mon Mar 23 16:20:13 +0000 2015|Study measures the foul smell of fat bias  http://ow.ly/KGavk
580035107555291136|Mon Mar 23 15:55:20 +0000 2015|Coping style may contribute to stress in parents of preemies  http://ow.ly/KGasz
580027568029564928|Mon Mar 23 15:25:23 +0000 2015|Liberia reports first new case of Ebola in weeks  http://ow.ly/KGaly
580018735785885696|Mon Mar 23 14:50:17 +0000 2015|Soaring antibiotic use in animals fuels superbug fears  http://ow.ly/KGa9n
580009977638715392|Mon Mar 23 14:15:29 +0000 2015|When it comes to e-cigs, Big Tobacco concerned for public health, report says   http://ow.ly/KG9Us
580006468310687744|Mon Mar 23 14:01:32 +0000 2015|Monsanto weed killer can 'probably' cause cancer, WHO says   http://ow.ly/KG9Or
580002384178470912|Mon Mar 23 13:45:18 +0000 2015|Artificial sweetener may help treat aggressive cancers, study finds  http://ow.ly/KG9IX
580000532640735232|Mon Mar 23 13:37:57 +0000 2015|10 treatments for vaginal pain   http://ow.ly/KG9DS
579060076360704000|Fri Mar 20 23:20:55 +0000 2015|Should patients remind health workers to wash their hands?  http://ow.ly/KBfpV
579053579471831041|Fri Mar 20 22:55:06 +0000 2015|Rare case: Woman dies after yellow-fever vaccine  http://ow.ly/KASFz
579046070828806145|Fri Mar 20 22:25:16 +0000 2015|Omega-3 supplements may help boys with ADHD   http://ow.ly/KASzm
579038530778894336|Fri Mar 20 21:55:18 +0000 2015|Lebanon seizes half a ton of radioactive sanitary towels  http://ow.ly/KAOdz
579029773629947904|Fri Mar 20 21:20:30 +0000 2015|Don’t blame computer screens for making us nearsighted http://ow.ly/KAO8o
579020995891187712|Fri Mar 20 20:45:37 +0000 2015|Here’s the evolutionary reason guys like curves http://ow.ly/KAO3q
579012121515728896|Fri Mar 20 20:10:21 +0000 2015|Utah mom of special-needs triplets facing breast cancer battle  http://ow.ly/KAGpB
579008338190573568|Fri Mar 20 19:55:19 +0000 2015|Understand your insurance plan before getting pregnant http://ow.ly/KAGdH via @drmannyonFOX
